video_name,captions,labels
31r.mp4,"The video depicts a series of significant events occurring in a convenience store. Initially, two individuals enter the store and approach the counter. One of them pulls out a gun and threatens the store clerk, who raises his hands in surrender. The individuals then proceed to steal items from the shelves and counter, placing them into a bag. During this theft, one of the individuals physically assaults the clerk by pushing him to the ground. They also cause considerable damage to the store's property, including knocking over a display rack. After filling their bag with stolen items, they exit the store and run away.Following their departure, the video shows the aftermath of the robbery. The clerk, visibly shaken, begins to assess the damage and starts cleaning up the mess left behind. He picks up scattered items and restocks the shelves, gradually restoring order to the store.

Throughout the video, there are clear instances of violence, vandalism, and deliberate destruction of property. The physical assault on the store clerk, the theft, and the intentional damage to the store's inventory and property, such as knocking over shelves and throwing items around, are evident. These actions constitute disruption and vandalism.",vandalism
32r.mp4,"The video depicts a sequence of events involving a silver car parked on a residential street. Initially, the car is stationary, and after a few seconds, it starts moving slowly forward. A person dressed in dark clothing approaches the car from the right side of the screen, interacts briefly with the driver through the open window, and then the car drives away while the person walks in the opposite direction. Throughout the video, there are other cars parked on the street and some driving past in the background. The lighting is dim, making it difficult to see details clearly.",vandalism
34r.mp4,"The video depicts a series of events involving two individuals dressed in hoodies and masks who approach a residential area at night. They appear to be carrying bags and move cautiously around the property. Early in the video, they attempt to force open the door of a house using a tool, possibly a crowbar. Once inside, they quickly search the house, collecting various items including a laptop and electronics. They then exit the house, load the stolen items into a parked vehicle, and drive away.While there are no explicit acts of violence, vandalism, or deliberate property damage observed, the actions of the individuals—such as attempting to obscure the camera view and breaking into the house—constitute a disruption and potential security threat. Their presence and actions suggest malicious intent, although their specific motivations are not clear. The video quality is poor, making it difficult to discern finer details.",vandalism
35r.mp4,"The video depicts a person wearing a helmet and a backpack walking around the exterior of a building at night. The individual appears to be inspecting the walls and possibly planning to spray paint or vandalize the property. However, no actual vandalism, destruction of property, or violent behavior is observed during the video. The person does not leave any abandoned objects behind. While the individual's actions might be considered suspicious, there is no definitive evidence of vandalism, malicious intent, or any disruptive actions in the video.",vandalism
tinywow_vandalism_01_59875565.mp4,"The video depicts two individuals entering a workshop or storage area filled with various machinery and equipment. They are seen interacting with a large generator or engine, climbing ladders, and handling tools. Throughout the video, they work together to disassemble and remove parts from the machinery, moving items around and potentially altering the equipment. However, there is no evidence of violence, vandalism, spray painting, or deliberate destruction of property. The scene is somewhat chaotic, with the individuals handling potentially dangerous machinery without clear purpose or supervision, which could be considered a disruption if not authorized.",vandalism
tinywow_vandalism_02_59876267.mp4,"The video depicts a sequence of events involving a young man and a parked black Porsche. The key events include the young man approaching the car, opening the driver's side door, and sitting behind the wheel. He then starts the engine and reverses the car out of the driveway. During this time, a woman dressed in a black dress and white apron walks into the frame, stands next to the car, and watches the young man drive away. She then turns and walks back towards the house as the car drives away.There is no evidence of violence, abandonment of objects, or deliberate destruction or damage to property. However, the act of placing a spray-painted object on the car could be considered vandalism or defacement of property.",vandalism
tinywow_vandalism_03_59876329.mp4,"The video captures a series of events in a parking lot, observed through surveillance footage. Throughout the video, individuals are seen entering and exiting various vehicles. Early in the video, a person attempts to open a car door, fails, and then checks other doors before moving on to another car. This pattern of testing car doors and occasionally entering vehicles continues with multiple individuals. At one point, a person enters a car but quickly exits, appearing startled or disturbed by something inside. Another individual is seen walking through the parking lot, occasionally stopping to look around or adjust their clothing. Towards the end of the video, a person leans against a parked car, seemingly taking a rest or waiting for someone.There are no instances of violence, vandalism, spray painting, or deliberate destruction of property observed in the video. However, the actions of individuals checking car doors and entering vehicles without permission could potentially be considered disruptions or trespassing",vandalism
tinywow_vandalism_04_59876431.mp4,"The video depicts two individuals engaging in a series of actions near the entrance of a building. Initially, they are seen entering the frame from the left side, one pushing a shopping cart and the other carrying a bag. They approach a trash bin near the entrance and start rummaging through it. One of them pulls out a large object from the bin and places it on the ground, followed by additional items. After collecting these items, they leave the area with the shopping cart and their collected belongings.Throughout the video, there is no evidence of violence, vandalism, spray painting, or deliberate destruction of property. However, the act of rummaging through a public trash bin and removing items could be considered a disruption depending on local regulations regarding public property use. The individuals are dressed in dark clothing and wear masks, making identification difficult. They move quickly and efficiently, suggesting they may have experience in this type of activity",vandalism
tinywow_vandalism_05_59876837.mp4,"The video depicts a series of key events occurring in a convenience store. Initially, a man enters the store and heads directly to the counter, where he engages in a heated argument with the cashier. The situation escalates quickly as the man jumps over the counter and begins to vandalize the store by throwing items around and breaking bottles. The cashier attempts to defend himself with a baseball bat, but the man disarms him and continues his destructive behavior, causing significant damage to the store's interior. The man eventually leaves the store with a bag filled with items. Shortly after, the police arrive at the scene. Throughout the video, the store's security camera captures the entire incident, providing clear evidence of the man's actions. There is no indication of spray painting, altering or removing public property, or spotting any abandoned objects in the video.",vandalism
tinywow_vandalism_06_59876920.mp4,"The video captures a sequence of events involving individuals engaging in vandalism and altering public property. Specifically, it shows people spray painting on walls and deliberately damaging property. These actions take place during nighttime, with the individuals using the cover of darkness to carry out their activities. The video documents these acts of vandalism and property damage, providing clear visual evidence of the incidents. There are no instances of violence or abandoned objects being spotted in the footage.",vandalism
tinywow_vandalism_07_59877128.mp4,"The video captures several key events. Initially, a group of individuals approaches a parked car. One of them opens the car trunk and retrieves a spray paint can. The group then proceeds to spray paint the walls of a nearby building, which is an act of vandalism. After completing the graffiti, they return the spray paint can to the trunk and drive away. There is no instance of violence, abandoned objects, or other forms of deliberately mischievous or malicious destruction of property observed in the video. The primary disruptive action is the spray painting of the walls, which constitutes vandalism.",vandalism
Normal_Videos_001.mp4,"The video depicts a typical day at a bustling shopping mall. Various stores line the walls, and people are seen walking around, shopping, and interacting with one another. Early in the video, a woman with a child in a stroller walks past several stores, including ""UNI,"" ""Crocs,"" and ""Paprika."" The child appears excited and curious, especially when they pass by a store called ""Inter Sport,"" where the woman briefly browses and picks up a toy car to show the child. The child smiles and reaches out for the toy, which the woman decides to buy.

Throughout the video, different angles of the mall are shown, capturing the lively atmosphere, diverse products, and shoppers' experiences. The scenes highlight the vibrant colors and bustling activity typical of a popular shopping destination.

There are no signs of violence, vandalism, abandoned or unattended objects, or any suspicious activities in the video. Therefore, the video represents a normal day-to-day scene with no anomalous events occurring.",normal 
Normal_Videos_002.mp4,"The video depicts a typical day-to-day scene within a surveillance center. It shows a control room environment where individuals are engaged in their routine tasks. Early in the video, two individuals are seen at separate desks, monitoring multiple computer screens. One of them stands up, approaches the other for a brief conversation, and then returns to their desk. The seated individual adjusts their chair and continues working on the computer. Shortly after, the standing individual exits the room, leaving the seated person focused on their tasks.

Throughout the video, the individuals maintain a professional demeanor, performing activities such as adjusting camera angles, observing screens, and communicating with each other. There are no instances of violence, vandalism, abandoned or unattended objects, or any other suspicious activities. The control room remains dimly lit, with the glow from the computer screens illuminating the individuals' faces, indicating a calm and controlled environment.

In conclusion, the video represents a normal day-to-day scene within the context of a surveillance center, with no anomalous events observed.",normal 
Normal_Videos_003.mp4,"The video depicts a typical day at a train station. It begins with a man walking towards the camera in a subway station, wearing a suit and carrying a briefcase. Shortly after, another man and a woman with a backpack walk past the camera. The scene continues with various people, including a group of students, a man wearing a tie, and a woman pushing a stroller, all moving through the station. The camera then focuses on a sign that reads ""Way Out"" and pans down to show a map of the subway system. The video captures people walking up and down the stairs of the subway station, and towards the end, a man carrying a guitar case walks past the camera. The video concludes with a shot of the subway platform as a train approaches.

Throughout the video, there are no signs of violence, vandalism, abandoned or unattended objects, or any other suspicious activities. Therefore, this video represents a normal day-to-day scene with no anomalous events occurring.",normal 
Normal_Videos_004.mp4,"The video depicts a typical day at a retail store, specifically a mobile phone shop named 'Carphone Warehouse'. Early in the video, the store is shown with two employees behind the counter and no customers present. Shortly after, a customer enters the store and approaches the counter, where an employee greets and begins assisting them. As the video progresses, another employee joins in to help the customer, discussing various phone options and plans. The customer eventually selects a phone and proceeds with the purchase, while other customers are seen browsing the store. The transaction is completed, and the customer leaves the store. The employees then tidy up the counter and continue assisting other customers. The video concludes with a final shot of the store interior, showing employees behind the counter and customers browsing the shelves. Throughout the video, there are no signs of violence, vandalism, abandoned or unattended objects, or any other suspicious activities. Therefore, this video represents a normal day-to-day scene with regular store operations and customer interactions.",normal 
Normal_Videos_005.mp4,"The video depicts a typical day at a convenience store in Taiwan. A young man enters the store, browses through various aisles, and examines different products such as snacks, beverages, and instant noodles. He eventually selects a few items, proceeds to the cashier, pays for his purchases, and leaves the store. Throughout the video, the store is well-lit, organized, and there are no other customers present. The young man is seen wearing a green jacket and carrying a backpack. There are no signs of violence, vandalism, abandoned or unattended objects, or any suspicious activities. Therefore, this video represents a normal day-to-day scene with no anomalous events occurring.",normal 
Normal_Videos_006.mp4,"The video depicts a group of young people engaged in a lively basketball game on an outdoor court. The scene is set in a public park, surrounded by a chain-link fence and tall buildings in the background. Throughout the video, players are seen dribbling, passing, and shooting the basketball, with spectators watching and cheering from the sidelines.

Early in the video, a player attempts a shot but misses, and the game continues with players passing the ball and making various attempts to score. The crowd cheers when a player successfully scores a basket. The camera captures close-ups of the players' faces, showcasing their determination and effort. At one point, a player jumps to block a shot, sending the ball out of bounds. The scoreboard is shown, indicating a close game with ""Team A: 12, Team B: 10.""

Midway through the video, a player from Team B makes a three-point shot, tying the game, which excites the crowd. The game progresses with moments of teamwork, frustration, and excitement. A player from Team A makes a layup, putting them in the lead again. The video concludes with the final score, ""Team A: 20, Team B: 18,"" and the players shaking hands and congratulating each other on a well-played game.

There are no signs of violence, vandalism, abandoned or unattended objects, or any other suspicious activities throughout the video. Therefore, this video represents a normal day-to-day scene of people enjoying sports activities at a public park.",normal 
Normal_Videos_007.mp4,"The video depicts a typical day-to-day scene at the entrance of a commercial building. Various individuals are seen arriving and departing from the building. Early in the video, a man in a red shirt walks down the stairs from the entrance, pauses briefly, and then continues on his way. Several cars, including a silver sedan, a black sedan, and a white SUV, are parked in front of the building.

As the video progresses, more people enter and exit the building. Around 10 seconds in, a group of four individuals, two men and two women, exit the building and engage in a brief conversation before splitting up. One of the women hands a stack of papers to a man waiting outside. At approximately 20 seconds, another man exits the building, adjusts his tie, and continues walking. Shortly after, a group of three men exit the building, laughing and conversing, and walk out of the frame.

Throughout the video, there are no signs of violence, vandalism, abandoned or unattended objects, or any other suspicious activities. The scene remains calm and orderly, with people going about their business. Therefore, the video represents a normal day-to-day scene without any anomalous events.",normal 
Normal_Videos_008.mp4,"The video captures a typical day at a convenience store checkout counter, showcasing a series of routine interactions and transactions. Early in the video, a male customer approaches the counter, placing various items such as snacks and beverages for purchase. The female cashier efficiently scans the items and engages in brief conversations with the customer. As the transaction progresses, another customer briefly interacts with the cashier before moving out of the frame. The cashier continues to assist multiple customers, demonstrating her multitasking abilities and maintaining a friendly demeanor throughout.

Midway through the video, another customer approaches the counter with a basket of items. The cashier, now seen wearing a blue shirt and a yellow cap, scans the items one by one, including a pack of gum, a magazine, a box of cereal, and a bottle of soda. The customer hands over a coupon, which the cashier applies to the purchase. After completing the transaction, the customer leaves the store with the bagged items.

Towards the end of the video, the cashier is seen organizing the counter, restocking items, and preparing for the next customer. She continues to serve additional customers, handling various transactions efficiently and courteously. The final moments show the cashier closing out her register and completing paperwork, signaling the end of her shift or a break in the action.

Throughout the entire video, there are no signs of violence, vandalism, abandoned or unattended objects, or any other suspicious activities. The video represents a normal day-to-day scene at a convenience store, with no anomalous events occurring.",normal 
Normal_Videos_009.mp4,"The video depicts a typical day in an office setting, showcasing a series of routine activities without any anomalous events. Early in the video, an individual enters the office, sits at a desk, and begins organizing office supplies. They proceed to work on a computer, make a phone call, and handle documents. Midway through, two more individuals enter the room and engage in similar office tasks, such as examining paperwork, using computers, and conversing with each other. Throughout the video, the atmosphere remains professional and focused, with no signs of violence, vandalism, unattended objects, or suspicious activities. Therefore, this video represents a normal day-to-day scene in an office environment.",normal 
Normal_Videos_010.mp4,"The video depicts a typical day at a convenience store, where customers of various ages and genders come in to make small purchases. The cashier, a middle-aged woman, efficiently rings up items such as water, cigarettes, snacks, and drinks for each customer. The interactions are brief and orderly, with no signs of violence, vandalism, or abandoned objects. The store appears to be located in a suburban area, and the overall atmosphere is calm and routine, indicating a normal situation.",normal 
Normal_Videos_011.mp4,"The video shows a typical day at a gas station. Early in the video, multiple vehicles, including a green Citroën C3, a silver Peugeot 206, and a blue Citroën Saxo, pull up to the pumps. Drivers get out, refuel their cars, and then either pay at the pump or go inside the convenience store to pay. Throughout the video, cars come and go, with drivers efficiently refueling and leaving. Towards the end, the scene becomes static, showing a green Citroën C3, a silver Volkswagen Golf, and a red Peugeot 206 parked at the pumps, with no movement or activity. There are no signs of violence, vandalism, or abandoned objects, indicating a normal, everyday situation at the gas station.",normal 
Normal_Videos_012.mp4,"A young man wearing glasses and a gray hoodie enters a luxurious hotel lobby, approaches the reception desk, and interacts with the receptionist. He hands her a bouquet of flowers and a card, receives a key card in return, and then proceeds to the elevators with a woman who was previously seated in the lobby. The scene is calm and peaceful, with no signs of violence, vandalism, or abandoned objects.",normal 
Normal_Videos_013.mp4,"The video depicts a bustling convenience store filled with customers making purchases and employees assisting them at the checkout counters. Various products, including snacks, beverages, and household items, are neatly arranged on shelves throughout the store. Employees wear uniforms and interact professionally with customers. The atmosphere is lively yet orderly, with no signs of violence, vandalism, or abandoned objects. Overall, it is a normal situation showcasing a typical day in a busy convenience store.",normal 
Normal_Videos_014.mp4,"The video depicts a bustling supermarket scene filled with customers and employees engaged in routine activities. Early in the video, a couple enters the store with a shopping cart, navigates the aisles, and checks out their items. Following them, an elderly man in a motorized scooter shops and pays for his purchases. A family of four then enters, splits up to shop more efficiently, and later reunites to check out together. Midway through, a group of teenagers enters, jokes around, selects snacks and drinks, and leaves. Towards the end, a woman with a shopping list moves quickly through the aisles, picks up her items, and checks out. The video concludes with a brief shot of the empty checkout area before new customers arrive. Throughout the video, there are no signs of violence, vandalism, or abandoned objects, indicating a normal, everyday shopping experience.",normal 
Normal_Videos_015.mp4,"The video captures a bustling night scene on a city street, where various vehicles are passing by and pedestrians are walking along the sidewalk. The traffic flows smoothly with occasional stops and turns, and pedestrians safely cross the street. The overall situation appears normal, with no instances of violence, vandalism, or abandoned objects observed.",normal 
Normal_Videos_016.mp4,"The video captures a calm and orderly environment inside a building's entrance hall. Various individuals are seen entering and exiting the premises, interacting with the receptionist, and utilizing the facilities such as lockers, a seating area, a kitchenette, and a conference room. People are engaged in routine activities like conversing, working on laptops, reading, and having coffee. The atmosphere remains serene throughout, with no signs of violence, vandalism, or abandoned objects. Overall, it depicts a normal situation with no unusual or concerning elements.",normal 
Normal_Videos_017.mp4,"The video depicts a typical day at a gas station. Throughout the video, customers arrive, park their vehicles at the pumps, and engage in routine activities such as fueling their cars and cleaning their windshields. Early in the video, a man approaches his car, interacts with its interior, and begins fueling it. Shortly after, another car arrives, and its driver also starts fueling. Both individuals complete their tasks without any incidents and leave the gas station. The video concludes with a shot of the empty gas station. There are no signs of violence, vandalism, unattended objects, or any other suspicious activities. This video represents a normal day-to-day scene with regular activities taking place at a gas station.",normal 
Normal_Videos_018.mp4,"The video depicts a busy urban intersection with a steady flow of pedestrians, cyclists, and vehicles. Early in the video, a man carrying a backpack walks towards the camera, crosses the street, and continues on the sidewalk. Another man dressed in dark clothing walks in the opposite direction. Cyclists frequently pass by, and cars navigate the intersection, including one that turns into the square and stops near a parked car. Throughout the video, people are seen walking and cycling through the intersection, with cars occasionally entering and exiting the frame. There are no signs of violence, abandoned objects, or vandalism. The scene portrays a typical urban environment with individuals going about their daily routines.",normal 
Normal_Videos_019.mp4,"The video depicts a sequence of events occurring in a cafe setting. Initially, a man dressed in a pink shirt enters the cafe and approaches the counter, engaging in a brief conversation with the person behind the counter, presumably placing an order. Shortly after, another man wearing a blue shirt enters the cafe and stands beside the first man. They appear to be conversing while waiting for their orders.

As the man in the pink shirt receives his order, he turns around and accidentally bumps into a woman who is entering the cafe. She drops a bag she was carrying, spilling its contents onto the floor. The man quickly helps her gather her belongings, showing concern and politeness. After collecting her items, the woman proceeds to the counter to place her order. Meanwhile, the man in the pink shirt leaves the cafe.

The woman pays for her order and sits down at a table near the entrance. She is joined by another woman, and they engage in a friendly conversation while enjoying their drinks. Throughout the video, the atmosphere in the cafe remains calm and welcoming, with customers interacting politely and respectfully. The staff behind the counter maintain a professional demeanor, ensuring smooth service for all patrons.

Overall, the video portrays a typical day in a cafe, with no unusual or concerning incidents taking place. There are no signs of violence, abandoned objects, or vandalism. The interactions between the customers and the staff are friendly and unremarkable, contributing to a relaxed and casual ambiance in the cafe.",normal 
Normal_Videos_021.mp4,"The video captures a typical day at a bustling supermarket, showcasing various interactions and activities within the store. Early in the video, the camera pans through the entrance, revealing a well-lit and organized space filled with shoppers browsing the aisles. A young man in a blue shirt is seen pushing a cart, while a woman in a striped shirt walks past him. A couple engages in a friendly conversation near the dairy section, surrounded by colorful advertisements and promotional offers.

As the video progresses, a man in a red shirt and glasses browses the snack aisle, occasionally picking up items and examining them closely. A group of children accompanied by their parents explore the toy section, their laughter echoing through the store. A woman in a white coat pushes a cart filled with groceries, occasionally glancing at the items on the shelves. A store employee wearing a blue vest is seen stocking shelves with various products, ensuring the shelves remain neat and organized.

Midway through the video, a man in a green shirt and a woman in a pink dress engage in a heated argument near the checkout counters, drawing the attention of nearby shoppers. However, the situation appears to calm down shortly after, and the couple continues shopping. Towards the end of the video, a group of elderly people gather around the bakery section, discussing the freshness of the bread on display. A young couple with a baby stroller navigates through the crowded store, carefully selecting items for their family. Finally, a lone shopper browses the magazine rack near the exit, signaling the end of another busy day at the supermarket.

Throughout the video, there are no signs of violence, abandoned objects, or vandalism. The footage shows a diverse group of people engaging in everyday shopping activities, contributing to the bustling atmosphere typical of many retail environments.",normal 
Normal_Videos_022.mp4,"The video depicts a bustling urban street scene in Hong Kong, showcasing the vibrant city life from various perspectives. Early in the video, we see a wide shot of a busy street lined with shops, restaurants, and a mix of residential and commercial buildings. The street is filled with pedestrians, cyclists, and various vehicles, including buses, cars, and motorcycles, all moving in an orderly manner.

As the video progresses, the camera captures different angles and scenes, including pedestrians crossing the street, people waiting at bus stops, and individuals walking in and out of shops. The street has a median divider with trees and plants, adding a touch of greenery to the urban landscape. The video also highlights the presence of street vendors selling food and other items, contributing to the lively atmosphere.

Throughout the video, there are no signs of violence, abandoned objects, or vandalism. Instead, the video presents a peaceful and orderly depiction of everyday urban life, with people going about their daily routines in a densely populated area. The absence of anomalies suggests that the scene is typical for this type of urban environment, showcasing the efficient transportation system and diverse community of Hong Kong.",normal 
Normal_Videos_023.mp4,"The video depicts a bustling office environment with multiple employees working diligently at their desks. Throughout the video, the office maintains a professional and organized atmosphere, with employees focused on their tasks such as typing on computers, handling paperwork, and engaging in discussions with colleagues. There is a consistent flow of people entering and exiting the office, suggesting a high level of activity and interaction. Despite the busy atmosphere, there are no signs of violence, abandoned objects, or vandalism. The interactions between employees appear cordial and respectful, contributing to a positive and productive work environment. Overall, the video presents a snapshot of a typical day in a well-organized and efficient office setting, devoid of any unusual or concerning incidents.",normal 
Normal_Videos_024.mp4,"The video captures a serene residential area during the daytime, as seen through a security camera. The setting includes a pathway lined with greenery, flowers, and a white fence adorned with potted plants. Various individuals, including children, are observed walking along the pathway, engaging in casual interactions. Early in the video, a person wearing a red shirt and blue pants approaches the camera, stops to look directly into it, and then continues walking towards it. This individual pauses again to face the camera before turning around and walking away, eventually disappearing from view. Throughout the footage, there are no signs of violence, abandoned objects, or vandalism. The overall atmosphere is peaceful, with people going about their day in a calm and orderly manner.",normal 
Normal_Videos_025.mp4,"The video depicts a rainy day on a busy urban street. Various vehicles, including motorcycles, cars, and trucks, navigate through the wet conditions while pedestrians walk along the sidewalks and cross the street. Despite the heavy rain, traffic flows smoothly without any accidents or incidents. Early in the video, pedestrians scramble for cover as the rain starts to fall, and motorbikes navigate the slick roadway. A motorbike splashes through a large puddle, causing a pedestrian to jump back to avoid getting wet. A woman in a bright yellow raincoat rides her motorbike through the downpour, adding a splash of color to the otherwise gray scene. As the rain intensifies, visibility is significantly reduced, yet vehicles continue to drive through the flooded street. A pedestrian in a blue poncho braves the rain to cross the street, dodging traffic. Towards the end, the street is nearly empty except for a few straggling motorbikes and cars, their headlights casting long reflections on the wet pavement. Throughout the video, the sound of raindrops and passing vehicles creates a constant background noise. There are no signs of violence, abandoned objects, or vandalism in the video. Overall, it portrays a typical day in a bustling city during a rainstorm, with people and vehicles adapting to the weather conditions.",normal 
Normal_Videos_026.mp4,"The video captures a typical day in a parking lot, observed through a surveillance camera. Throughout the video, various cars enter and exit the parking lot, and pedestrians walk through the area. Early in the video, a white car enters the frame and parks. A man approaches the car, retrieves a baby stroller, and then leaves the frame. Shortly after, a woman arrives, takes the stroller, and repeatedly places it back in the car and retrieves it again multiple times. This pattern continues for the majority of the video, with the woman walking back and forth to the car with the stroller.

Midway through the video, a woman pushing a stroller crosses the parking lot diagonally, heading towards a building on the opposite side. The scene remains calm and uneventful, with no signs of violence, abandoned objects, or vandalism. The video concludes with the woman walking away from the car with the stroller.

Overall, the video depicts everyday activities in a public space without any notable incidents or anomalies.",normal 
Normal_Videos_027.mp4,"The video depicts a typical scene at a supermarket checkout counter. Initially, a male customer interacts with a female cashier, placing items on the counter and paying with a card. After completing his transaction and packing his items, he leaves. Subsequently, a female customer arrives, places her items on the counter, and pays with a card. She packs her items and leaves as well. Finally, a third male customer arrives, places his items on the counter, and pays with cash. He packs his items and leaves, with the cashier waiting for the next customer. Throughout the video, the cashier efficiently handles each transaction, ensuring that the customers leave satisfied with their shopping experience. There are no signs of violence, abandoned objects, or vandalism in the video.",normal 
Normal_Videos_028.mp4,"The video captures a bustling urban scene outside a building, likely a hotel or office complex, as observed from a security camera. Throughout the footage, individuals can be seen entering and exiting the building, interacting with each other, and moving around the area.

Early in the video, a group of people is seen standing near a row of parked scooters, while others walk past them on the sidewalk. Some individuals are pushing carts or carrying luggage, suggesting they may be guests or employees. As time progresses, more people arrive at the scene, either walking or riding motorcycles. Some park their motorcycles near the entrance, while others continue inside the building.

Midway through the video, a woman pushing a cart filled with boxes arrives, followed by a man who helps her unload the cart. A man carrying a large box places it on the cart and joins the woman in unloading. Another man arrives with a handcart and starts loading it with the remaining boxes. The area is eventually cleared of boxes, and the cart is pushed away from the entrance.

Throughout the video, pedestrians continue to walk by, occasionally stopping to look at the activities happening near the entrance. A woman wearing a red shirt and carrying a backpack stands near the entrance, seemingly waiting for someone.

The atmosphere remains calm and orderly, with people moving about in a seemingly routine manner. There are no signs of violence, abandoned objects, or vandalism observed during the duration of the video. The video captures everyday activities outside a building, with individuals coming and going, interacting with each other, and engaging in typical behavior associated with such a setting.",normal 
Normal_Videos_029.mp4,"The video captures the lively and bustling atmosphere of a shopping mall. Early in the video, individuals are seen entering the mall, passing by various storefronts, and making their way towards the central area. As more people join the flow, the scene becomes increasingly vibrant, filled with chatter and movement. Shoppers are observed browsing through clothing racks, while others simply pass through, contributing to the dynamic energy of the space. The camera pans to provide a wide view of the mall's interior, showcasing a variety of shops and the overall lively ambiance. Throughout the video, people continue to stream in and out of the mall, engaging in shopping activities or enjoying the environment. Towards the end, the crowd thins slightly, but the mall remains a bustling hub of activity. There are no signs of violence, abandoned objects, or vandalism; instead, the atmosphere is orderly and safe, with security personnel present and organized queues. Overall, the video depicts a typical, energetic shopping experience in a busy commercial area, devoid of any unusual or concerning incidents.",normal 
Normal_Videos_030.mp4,This small video clip depicts the typical environment in a bank. There are two female bank tellers manning the counters and two men approach the counters. One man in an orange T-shirt has a conversation with one of the women. The second man in the black T-shirt talks with the other female bank teller. The second female bank teller takes something from the first counter and gives it to the customer. The black T-shirt man then leaves the bank premises. The man in the orange T-shirt continues to converse with the other bank teller. There are no anomalous events in this scene and this video depicts orderly behaviour in a typical bank setting.,normal 
Normal_Videos_031.mp4,"The video depicts a young man engaged in moving activities in front of a house. He is seen transferring various items from a van to the house's entrance. The items include several boxes, a vacuum cleaner, and a bicycle. Throughout the video, the young man works diligently, moving back and forth between the van and the house, ensuring that all items are properly placed. He does not interact with anyone else, and there are no unusual occurrences or anomalies such as violence, abandoned objects, or vandalism. The scene is a typical moving scenario, with the young man focused on completing his task efficiently.",normal 
Normal_Videos_033.mp4,"The video depicts a nighttime scene on a European street bustling with activity. The street is lined with shops and restaurants, some of which are still open, casting a warm and inviting light onto the cobblestone path. Various individuals are seen walking along the street, including a man in a reflective vest, a woman pushing a stroller, and a couple holding hands.

Throughout the video, three individuals dressed in white uniforms and helmets are seen walking in a line, occasionally stopping to inspect objects or areas, including checking the license plate of a parked vehicle against a list they are carrying. Their presence suggests they may be part of a security or maintenance crew. Additionally, groups of police officers in dark uniforms and white helmets are seen patrolling the area, adding a sense of safety and order to the lively atmosphere.

The overall environment is calm and orderly, with no signs of violence, abandoned objects, or vandalism. The presence of the uniformed individuals and police officers underscores the ongoing maintenance and security efforts in the area, contributing to the peaceful and vibrant nature of the street.",normal 
Normal_Videos_034.mp4,"The video depicts a typical urban street scene during the daytime. The street is lined with buildings on both sides, and there are trees planted along the sidewalks. Several cars are parked along the curbs, and others drive by or wait at the traffic lights. Pedestrians walk on the sidewalks and occasionally cross the street using the designated crosswalks. The traffic lights change from green to yellow to red, and the pedestrian signals indicate when it is safe to cross. Overall, the video shows a peaceful and orderly urban environment with no signs of violence, abandoned objects, or vandalism.",normal 
Normal_Videos_828_x264.mp4,"The video depicts a sequence of events occurring in a parking garage. Initially, a white Porsche enters the garage and approaches a barrier arm, which rises to allow the vehicle to pass. The Porsche then parks in a designated spot, and the driver exits the vehicle. Shortly after, a blue Peugeot enters the garage and parks in a nearby spot. Both drivers exit their respective vehicles and walk away from the scene. Throughout the video, there are no signs of violence, abandoned objects, or vandalism. The garage appears to be well-lit and maintained, with no visible damage to property or personal belongings. The drivers' actions are orderly and respectful of the parking regulations, making this a routine occurrence in a typical parking garage environment.",normal 
Normal_Videos_905_x264.mp4,"The video captures a typical day at a busy intersection in a suburban area, viewed from a surveillance camera positioned at a gas station. Early in the video, traffic flows smoothly in all directions. A red pickup truck enters the gas station and the driver begins to fill up the tank. Shortly after, a pedestrian, an older man in a blue shirt and khaki pants, crosses the street towards a fast-food restaurant. He walks with a slight limp but moves steadily.

As the pedestrian reaches the restaurant, a white sedan pulls into the gas station and the driver also begins to refuel. A yellow school bus, empty, passes by the gas station and continues down the street. The pedestrian enters the restaurant, and after a brief moment, exits with a bag of food, crossing back towards the gas station.

The red pickup truck leaves the gas station, followed by the white sedan. The pedestrian stops momentarily to look at the camera before continuing on his way. The video concludes with a shot of the empty intersection and the gas station sign in the background.

Throughout the video, there are no instances of violence, abandoned objects, or vandalism. The footage primarily records the normal flow of traffic and activities at the intersection and gas station.",normal 
